timestamps,#packets,#bytes,#unique_IP_sources,#unique_IP_destinations
1552971600,32423257.716667, 1603781689.05,515537.06666667,12771710.633333
1552975200,32596417.9, 1529862771.4,528105.15,12840403.833333
1552978800,32523929.183333, 1540680026.1167,534239.36666667,12728251.266667
1552982400,32898701.7, 1575817083.1,528890.06666667,12739863.65
1552986000,32724705.216667, 1543376787.2,522553.25,12668675.133333
1552989600,38935816.183333, 1672844183.6167,465275.58333333,11299838.666667
1552993200,40187532.966667, 1716423965.95,456059.41666667,11091858.55
1552996800,32890266.266667, 1553312686.5333,540227.68333333,12810618.25
1553000400,32295859.233333, 1871884379.8,547395.86666667,12746275.466667
1553004000,33266339.766667, 1556116228.0833,555976.13333333,12678555.7
1553007600,31822731.883333, 1468999178.4667,544333.35,12605129.15
1553011200,34373317.566667, 1584209018.7833,514742.26666667,13050699.366667
1553014800,34617806.366667, 1570966176.5833,495046.63333333,12836904
1553018400,31930963.033333, 1517676413.2667,476356.6,12703234.066667
1553022000,32937428.4, 1549896026.9,453339.6,12802196.183333
1553025600,32888255.566667, 1513399372,436481.75,12831232.15
1553029200,32775192.25, 1507465848.4333,424149.3,12821282.633333
1553032800,31430784.666667, 1570954361.1667,418068.81666667,12665091.833333
1553036400,30866055.85, 1693403092.55,413336.65,12569545.516667
1553040000,32446057.2, 1658997644.3,423254.81666667,12877591.066667
1553043600,32298652.583333, 1554390570.3667,450591.11666667,12683524.583333
1553047200,32668382.433333, 1633468555.5,461091.46666667,12772102.816667
1553050800,32617188.416667, 1795084248.4333,474413.4,12724061.633333
1553054400,33129629.05, 1862464573.3,489987.18333333,12726716.6
1553058000,36187472.216667, 1760920005.5667,504179.98333333,12966038.566667
1553061600,34554123.583333, 1757798578.4333,511782.36666667,12830051.533333
1553065200,34994857, 1947000283.4167,517542.15,12671866.35
1553068800,34937456.9, 1702247523.2167,517197.08333333,13023600.75
1553072400,37508368.583333, 1827954352.6,506055.21666667,12957672.95
1553076000,36367255.166667, 1688429554.9333,501490,13032023.033333
1553079600,34811243.666667, 1589710280.2667,510019.11666667,12845069.116667
1553083200,33958766.283333, 1761900004.4667,518581.76666667,12855129.5
1553086800,33585484.466667, 1548094112.7167,527512.31666667,12743387.85
1553090400,36914532.066667, 1689714047.8833,534461.68333333,12847618.633333
1553094000,36759706.816667, 1703292963.9,530894.48333333,12734857.8
1553097600,36933722.066667, 1780600022.1833,513726.2,12819660.116667
1553101200,38220029.05, 1779420520.0833,491921.63333333,12949883.866667
1553104800,37812269.733333, 1780943804.55,474452.46666667,12941291.75
1553108400,37433184.016667, 1876961437.5667,449227.66666667,12975230.733333
1553112000,36875229.3, 1680697463.1167,428755.43333333,12787582.983333
1553115600,37185245.183333, 1802864913.1833,414458.83333333,12842071.533333
1553119200,36774904.716667, 1684791210.6167,407873.98333333,12786623.75
1553122800,37407742.35, 1808674335,401329.7,12889438.683333
1553126400,38024947.8, 1782636798.25,414306.91666667,12923898.316667
1553130000,36552856.416667, 1819475739.1,441251.43333333,12732727.65
1553133600,38035344.783333, 1789315043.8333,454680,12928241.116667
1553137200,34203793.033333, 1624043148.6167,462944.35,12905255.566667
1553140800,33104412.933333, 1624234705.8333,476251.7,12848228.8
1553144400,34621893.316667, 1685469344.5,486965.7,13083486.35
1553148000,35609698.566667, 1795918570.1833,496662.68333333,13214736.283333
1553151600,34715178.633333, 1666817637.5,505943.76666667,13086091.866667
1553155200,35394544.716667, 1692929272.35,506665.41666667,12995963.066667
1553158800,34568811.933333, 1619366476.5833,497589.03333333,13079687.216667
1553162400,36015021.9, 1692717029,490671.6,13204401.466667
1553166000,39363535.883333, 1968356469.5333,492990.38333333,13296414.966667
1553169600,43434310.783333, 2284984456.8833,490147.33333333,13487014.5
1553173200,41756774.333333, 2160236926.9833,516408.48333333,13256223.7
1553176800,33271205.966667, 1691468502.7167,532424.53333333,12854761.8
1553180400,32813148.1, 1637678100.3833,522242.48333333,12695546.95
1553184000,32697795.4, 1660541604.45,504129.63333333,12689204.466667
1553187600,31437110.266667, 1499950893.8667,480568.75,12556793.016667
1553191200,32542060.8, 1541286464.2,460385.01666667,12711243.066667
1553194800,34159184.133333, 1777504225.85,442579.75,12683801.483333
1553198400,31956313.516667, 1539868484.7,426403.93333333,12680387.433333
1553202000,32486864.65, 1560393030.6667,412784.6,12800593.1
1553205600,32443126.816667, 1548091761.2,408209.55,12818523.5
1553209200,32261020.983333, 1602590735.0833,402477.58333333,12809876.8
1553212800,32472240.8, 1599447813,413292.6,12823547.033333
1553216400,32535887.4, 1583100349.6,438601.71666667,12808949.9
1553220000,34554759.15, 1689893976.0333,449438.41666667,13003289.583333
1553223600,32981809.6, 1597964189.4167,456633.91666667,12740315.366667
1553227200,33042430.183333, 1718462486.3,467236.93333333,12870946.583333
1553230800,33344179.116667, 1754306798.3667,480360.66666667,12939813.833333
1553234400,33476268.266667, 1807588663.2833,487626.41666667,12888982.25
1553238000,34305291.933333, 1604500750.9167,494351.43333333,13028078.166667
1553241600,31025347.666667, 1567578425.2,496184.71666667,12472722.533333
1553245200,33272350.233333, 1662577149.3167,488638.78333333,12788409.533333
1553248800,33728757.283333, 1588054913.0833,485664.2,12648239.583333
1553252400,34266074.55, 1581803352.7167,493118.28333333,12953241.366667
1553256000,32501642.733333, 1507232336.7,506143.16666667,12736467.433333
1553259600,32381464.316667, 1626613076.15,517413.83333333,12594184.016667
1553263200,32977743.7, 2070073677.9333,523909.26666667,12657785.116667
1553266800,31513416.116667, 1701212697.8833,523993.33333333,12436438.483333
1553270400,31074222.616667, 1522718777.3333,509762.88333333,12425377.783333
1553274000,32336334.066667, 1501915137.2167,487943.28333333,12477341.95
1553277600,33721802.683333, 1514132527.15,465861.6,12568851.883333
1553281200,33302276.916667, 1555567934.0167,446591.2,12616456.866667
1553284800,30068180.05, 1511870160.3167,427734.58333333,12389375.066667
1553288400,31272493.9, 1536037061.9167,414364.85,12544361.883333
1553292000,31935968.633333, 1577413790.05,409155.51666667,12635304.183333
1553295600,31166763.95, 1485037948.0333,407719.2,12585724.3
1553299200,31771369.1, 1590171443.3,414683.2,12729787.766667
1553302800,32714315.466667, 1614304477.5333,434882.66666667,12846623.766667
1553306400,33903875.066667, 2001285075.3,442801.56666667,12985075.9
1553310000,32421103.45, 1564227311.8167,452945.23333333,12796290.216667
1553313600,31221289.866667, 1541892477.6833,463330.4,12674376.133333
1553317200,34183061.7, 1620829895.4667,474509.05,12789731.533333
1553320800,36354836.816667, 1713817070.7833,482063.6,13055854.2
1553324400,33915546.816667, 1586986210.2333,490444.75,12947348.85
1553328000,34916881.85, 1626813114.7,494878.01666667,12516795.616667
1553331600,32702880.7, 1544144635.5333,499249.45,12791586.816667
1553335200,34438307.25, 1711141890.95,494014.9,12722505.316667
1553338800,32399120.983333, 1571166972.9,502028.95,12532553.9
1553342400,31217473.983333, 1470565360.5167,509673.15,12441629.85
1553346000,30541590.533333, 1426544896.15,517845.98333333,12372797.15
1553349600,30609680.716667, 1425123664.9667,524510.65,12207846.483333
1553353200,28839024.2, 1449414836.05,528089.58333333,12062441.516667
1553356800,30028553.733333, 1370919789.3833,512898.1,12245328.316667
1553360400,32823760.016667, 1510604925.1833,491913.61666667,12528690.05
1553364000,34274599.6, 1655399699.7,469461.86666667,12930956.283333
1553367600,33339446.3, 1590428171.0167,447884.5,12625186.45
1553371200,32829722.733333, 1615699620.1167,431618.13333333,12808215.716667
1553374800,30442077.7, 1587872542.5167,421165.8,12431285.883333
1553378400,30102430.616667, 1518194000.1667,414273.76666667,12360875.45
1553382000,31491872.216667, 1601411541.7167,408662.35,12619176.3
1553385600,31816034.85, 1979866978.55,413007.36666667,12541271.533333
1553389200,30847937.816667, 1804287612.5,427710.63333333,12341568.35
1553392800,31447172.833333, 1807772377.1667,438767.15,12507766.433333
1553396400,32794789.766667, 1947298277.5167,448145.33333333,12655280.116667
1553400000,32485260.316667, 1600653223.5667,455995.2,12403000.45
1553403600,31683427.166667, 1506917423.5333,471038.9,12537087.533333
1553407200,40937816.716667, 1814387697.4667,477258.61666667,12797364.6
1553410800,33521326.05, 1650482601.0333,489940.13333333,12613375.8
1553414400,32533489.083333, 1601463390.45,499523.63333333,12479287.733333
1553418000,32462707.816667, 1475355157.3,501995.36666667,12462139.766667
1553421600,33444029.75, 1519496644.5833,500077.16666667,12510575.683333
1553425200,33932096.566667, 1579439244.6833,508476.03333333,12533844.333333
1553428800,32423554.383333, 1533919974.6667,522584.95,12443082
1553432400,31653727.033333, 1524692696.65,535746.66666667,12297587.416667
1553436000,30329653.683333, 1488245554.5333,547331.75,12151118.766667
1553439600,31556703.883333, 1470116653.0333,538919.41666667,12317200.933333
1553443200,30551037.9, 1418880372.0167,519297.78333333,12181066.6
1553446800,30509858.666667, 1383512965.8,492774.26666667,12294918.8
1553450400,31395636.183333, 1424933939.4667,468503.81666667,12416534.116667
1553454000,30255420.733333, 1356594953.7667,449778.06666667,12288166.35
1553457600,31934319.5, 1830613230.7167,430577.33333333,12401184.716667
1553461200,31546987, 1693786998.6,415807.75,12470552.45
1553464800,30215979.733333, 1467663036.35,407381.81666667,12304708.216667
1553468400,29466630.316667, 1503202999.8667,402891.33333333,12214265.016667
1553472000,31070737.133333, 1592197020.6167,414487.7,12504445.916667
1553475600,31195656.7, 1755234123.95,441100.06666667,12385968.133333
1553479200,31307522.383333, 1518570472.1667,458583.46666667,12530932.316667
1553482800,30388009.866667, 1439227201.0833,471979.4,12348233.8
1553486400,33340843.033333, 1871224610.0833,483607.78333333,12519999.15
1553490000,30328888.683333, 1462517563.15,505825.98333333,12254780.45
1553493600,31320784.016667, 1474720919.05,516534.35,12294647.3
1553497200,32126489.833333, 1507949346.4333,526380.5,12223466.116667
1553500800,31250513.716667, 1482395042.6,526002.25,12163205.116667
1553504400,33901213.75, 1579068615.1,515618.58333333,12382355.083333
1553508000,34847771.583333, 1583905143.3667,501833,12615755.566667
1553511600,32702850.616667, 1488714677.1,510387.15,12541423.95
1553515200,33316333.516667, 1648847145.7667,526822.3,12628772.35
1553518800,33156189.916667, 1584488779.05,541102.48333333,12501445.066667
1553522400,30921174.216667, 1470288659.75,543761.61666667,12136969.35
1553526000,30752001.683333, 1412464087.1667,533423.03333333,12064923.9
1553529600,29811597.266667, 1518973607.6333,519936.83333333,11912507.233333
1553533200,31406972.216667, 1628628927.65,488079.26666667,12170855.666667
1553536800,31345852.166667, 1442642483.6667,464343.65,12252674
1553540400,32608402.166667, 1459320980.0167,446487.85,12478757.3
1553544000,31007174.75, 1392872673.8667,429282.46666667,12133570.983333
1553547600,30646966.666667, 1404559464.25,417658.15,11992686.183333
1553551200,29198238.433333, 1334099435.1,407562,11748539.766667
1553554800,30700899.1, 1427930736.8667,405291.45,12041157.133333
1553558400,31046558.066667, 1501828710.3667,412800.2,12187153.766667
1553562000,29738779.666667, 1465015202.2167,440340.93333333,11897692.666667
1553565600,31083218.533333, 1498701798.7167,452180.66666667,12169412.1
1553569200,29890676.716667, 1458908554.0167,463622.28333333,11887836.466667
1553572800,31211961.233333, 1537406763.4333,482108.6,11981862.616667
1553576400,33634730.333333, 1730469148.25,496414.9,12251795.433333
1553580000,31553847.666667, 1719375904.45,512968.58333333,12002254.716667
1553583600,32607802.116667, 1565764108.6667,508661.83333333,12330538.266667
1553587200,31875830.733333, 1637430539.8167,472397.05,11968634.783333
1553590800,35288877.2, 1759847895.0167,490385.43333333,12079871.533333
1553594400,30865305.85, 1419788199.8167,485732,11981030.2
1553598000,31748715.366667, 1427751937.6833,494899.95,12055665.016667
1553601600,31087195.807692, 1468115515.4808,505551.11538462,11964606.403846
1553605200,, ,,
1553608800,, ,,
1553612400,, ,,
1553616000,, ,,
1553619600,, ,,
1553623200,, ,,
1553626800,, ,,
1553630400,, ,,
1553634000,, ,,
1553637600,, ,,
1553641200,, ,,
1553644800,, ,,
1553648400,, ,,
1553652000,, ,,
1553655600,, ,,
1553659200,, ,,
1553662800,, ,,
1553666400,, ,,
1553670000,, ,,
1553673600,, ,,
1553677200,, ,,
1553680800,, ,,
1553684400,, ,,
1553688000,, ,,
1553691600,, ,,
1553695200,, ,,
1553698800,, ,,
1553702400,, ,,
1553706000,, ,,
1553709600,, ,,
1553713200,, ,,
1553716800,, ,,
1553720400,, ,,
1553724000,, ,,
1553727600,, ,,
1553731200,, ,,
1553734800,, ,,
1553738400,, ,,
1553742000,, ,,
1553745600,, ,,
1553749200,, ,,
1553752800,, ,,
1553756400,, ,,
1553760000,, ,,
1553763600,, ,,
1553767200,, ,,
1553770800,, ,,
1553774400,28697467.913043, 1378915338.2174,500679.56521739,11694716.304348
1553778000,33859213.75, 1656847165.5667,526644.06666667,12385095.333333
1553781600,33917178.383333, 1652897696.2667,531295.61666667,12303089
1553785200,34893956.45, 1693161251.05,525834.78333333,12485239.3
1553788800,33267079.233333, 1619033739.3,511963.85,12376127.183333
1553792400,36435573.833333, 1863540924.2167,492167.53333333,12572310.883333
1553796000,36763590.15, 1787082172.9,470269.96666667,12575711.866667
1553799600,35197837.833333, 1726395486.35,447526.2,12160344.533333
1553803200,34655994.916667, 1718325924.3833,429495.15,11995270.216667
1553806800,31759578.316667, 1620309393.1,414952.03333333,11955264.2
1553810400,34710226.533333, 1720849661.35,410474.91666667,12121585
1553814000,34874049.35, 1818492743.3,404765.05,12030600.883333
1553817600,35202302.25, 1758104070,413237.2,12147021
1553821200,35371703.683333, 1757115972.8833,435911.78333333,12152884.033333
1553824800,35167488.783333, 1716183678.4667,451204.9,12200745.716667
1553828400,32975305.183333, 1873801861.1667,459974.06666667,12312917.3
1553832000,32277790.966667, 1756938314.9333,475106.66666667,12321819.833333
1553835600,33236079.183333, 1524796827.6167,489543.05,12491327.6
1553839200,34694628.616667, 1724664331.5333,498542.91666667,12406224.933333
1553842800,33467658.416667, 1593754880.4833,505036.88333333,12379021.9
1553846400,34210373.533333, 1610925725.8833,504586.6,12359368.383333
1553850000,32586251.533333, 1506105268.7,499054.78333333,12347853.216667
1553853600,32856339.05, 1535234251.2,490654.16666667,12430139.716667
1553857200,33722512.333333, 1532264218,500094.73333333,12384280.25
1553860800,34333151.55, 1596249393.4167,511340.65,12630960.1
1553864400,31450188.416667, 1478836088.7333,525270.16666667,12314022.833333
1553868000,32339822.95, 1574005421.8333,533568.56666667,12514399.5
1553871600,34207587.6, 1708026053.9167,531607.43333333,12626921.633333
1553875200,32853979.5, 1494546220.6667,518266.33333333,12565769.15
1553878800,31857483.1, 1475931631,496249.36666667,12450274.05
1553882400,32245537.35, 1652135030.0167,475155.85,12585722.95
1553886000,30598045.833333, 1507689817.9833,455927.98333333,12308506.85
1553889600,30400639.233333, 1558288051,434621.9,12313569.216667
1553893200,29807235.083333, 1577516343.5667,420137.7,12191640.283333
1553896800,29504878.383333, 1571965672.2833,413069.88333333,12169081.416667
1553900400,30522002.866667, 1588267144.8,405538.31666667,12248862.866667
1553904000,31039965.616667, 1512431392.9833,411024.53333333,12409869.85
1553907600,31740900.9, 1462033109.2833,431081.1,12553913.85
1553911200,31238338.35, 1557847935.1667,444388.31666667,12448172.2
1553914800,32091729.35, 1545260893.6667,455067.21666667,12353057.183333
1553918400,32607228.966667, 1476059209.75,467173.58333333,12323469.333333
1553922000,32269539.833333, 1521091416.9,482261.98333333,12374633.616667
1553925600,33609934.95, 1539470651.9,493959.4,12617975.333333
1553929200,34663600.366667, 1897396944.0167,499610.66666667,12719086.283333
1553932800,33258471, 1535869654.7,502813.36666667,12488058.333333
1553936400,33877607.35, 1571746928.85,503086.46666667,12709359.283333
1553940000,34594803.6, 1617946987.2667,501122.95,12730352.9
1553943600,35933638.216667, 1862232077.8833,501075.26666667,12659039.1
1553947200,38058841.033333, 2140969826.3833,506473.15,12748473.1
1553950800,33055321.233333, 1529718666.6167,521886.26666667,12581127.15
1553954400,33885983.916667, 1703562664.3167,524288.05,12564846.116667
1553958000,31769160.45, 1504536678.0167,525048.25,12438982.7
1553961600,33342001.916667, 1511298388.8833,514339.23333333,12597357.3
1553965200,33314773.216667, 1713864592.6667,499406.46666667,12703165.25
1553968800,31537884.25, 1452790499.65,477022.13333333,12424079.083333
1553972400,32165185.233333, 1437442704.6167,452483.65,12586040.35
1553976000,32252820.383333, 1533878565.5667,430737.93333333,12638393.516667
1553979600,30983342.316667, 1425531162.2833,415607.51666667,12415015.7
1553983200,31706860.6, 1444478168.25,410843.6,12517274.583333
1553986800,30531151.766667, 1500691255.7333,401259.88333333,12291401.133333
1553990400,32762733.35, 1567797226.2,401376.33333333,12610259.85
1553994000,32640861.65, 1672348625.3167,413990.4,12641590.6
1553997600,31681358.9, 1604573331.7,429639.08333333,12524822.983333
1554001200,31277385.583333, 1441067199.2333,438582.81666667,12415687.75
1554004800,31205342.566667, 1410849071.5833,452084.66666667,12389723.2
1554008400,32045372.916667, 1578117552.25,469494.36666667,12524095.733333
1554012000,33523957.65, 1509313039.55,484201.53333333,12751584.366667
1554015600,34556422.183333, 1545435006.95,493635.81666667,12655676.716667
1554019200,34981646.933333, 1619997176.55,497633.05,12725923.333333
1554022800,33317796.883333, 1475049083.0667,496365.53333333,12662028.333333
1554026400,35904442, 1592821316.3667,492541.46666667,12782651.65
1554030000,34167617, 1579090155.3667,500122.78333333,12748401.966667
1554033600,40266718.183333, 1765413780.3667,478631.38333333,11891703.633333
1554037200,42898872.9, 1764741605.1333,449982.95,10770237.466667
1554040800,34724274.816667, 1750996787.5333,526385.2,12673567.766667
1554044400,33363575.166667, 1785880520.1,522519.06666667,12666911.833333
1554048000,34644707.25, 1641968094.0833,498797.58333333,12872005.283333
1554051600,34133917.883333, 1524689808.5833,477501.33333333,12896825.233333
1554055200,32645260.316667, 1497194513.3,456051.4,12718915.666667
1554058800,33625438.55, 1577438503.05,431739.61666667,12886678.283333
1554062400,33167782.383333, 1614296693.5833,412478.56666667,12877184.766667
1554066000,34054739.55, 1584510795.1333,398189.13333333,12957695.516667
